year_url,title,description,pdf_link,pdf_name
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc agrivoltaïque au sol sur la commune de Marclopt (42),implantation d’un parc agrivoltaique au sol sur la commune de marclopt (42) projet porté par la société corfu solaire (loire) avis du 16 septembre 2025 /  2025-ara-ap-1930 2025apara114 pdf - 958.4 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250916_apara1930_parcpv_marclopt_delibere.pdf,250916_apara1930_parcpv_marclopt_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc agrivoltaïque sur la commune de Neuville-les-Dames (01),parc agrivoltaique sur la commune de neuville-les-dames (01) projet porté par la société unite (ain) avis du 4 septembre 2025 / 2025-ara-ap-1921 2025apara108 pdf - 664.2 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250904-ap-1921-agripv-neuvillelesdames-01vdeliberee.pdf,20250904-ap-1921-agripv-neuvillelesdames-01vdeliberee.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque sur la commune d’Espeluche (26),parc photovoltaique sur la commune d’espeluche (26) projet porté par la sas centrale photovoltaique d’espeluche (drôme) avis du 22 août 2025 / 2025-ara-ap-1912 2025apara102 pdf - 1.2 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250822-ap-1912-centralepv-espeluche-26vdeliberee-2.pdf,20250822-ap-1912-centralepv-espeluche-26vdeliberee-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Installation d’une centrale photovoltaïque au sol sur la commune de Nervieux (42),installation d’une centrale photovoltaique au sol sur la commune de nervieux (42) projet porté par le parc solaire d’asnières ouest (loire) avis du 05 août 2025 / 2025-ara-ap-01903 2025apara96 pdf - 934.8 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250805-ara-ap-2025-01903-parcphotovoltaiqueausolnervieux_42_vdeliberee.pdf,20250805-ara-ap-2025-01903-parcphotovoltaiqueausolnervieux_42_vdeliberee.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur la commune de Chalamont (01),parc photovoltaique au sol sur la commune de chalamont (01) projet porté par la société enoé (ain) avis du 08 juillet 2025 / 2025-ara-ap-1894 2025apara82 pdf - 682.7 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250708-ara-ap-1894_chalamont_01_delibere.pdf,20250708-ara-ap-1894_chalamont_01_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc agrivoltaïque sur la commune de Saligny-sur-Roudon (03),implantation d’un parc agrivoltaique sur la commune de saligny-sur-roudon (03) projet porté par la société green energy 3000 (marne) avis du 27 juin 2025 / 2025-ara-ap-1886 2025apara78 pdf - 1.1 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250627_aparaxx_parcpv_salignysurroudon_03.pdf,250627_aparaxx_parcpv_salignysurroudon_03.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Projet de parc agrivoltaïque porté par la société Photosol sur les communes de Frugères-les-Mines et Sainte-Florine (43),projet de parc agrivoltaique porté par la société photosol sur les communes de frugères-les-mines et sainte-florine (43) projet porté par la société photosol (haute-loire) avis du 24 juin 2025 / 2025-ara-ap-1885 2025apara77 pdf - 645.2 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250609-ap-1885-pv-frugereslesmines_sainteflorine-43_publication.pdf,20250609-ap-1885-pv-frugereslesmines_sainteflorine-43_publication.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc agrivoltaïque sur la commune de Noailly (42),implantation d’un parc agrivoltaique sur la commune de noailly (42) projet porté par la société photosol développement (75) avis du 17 juin 2025 / 2025-ara-ap-1883 2025apara70 pdf - 3.1 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250617_aparaxx_1883_agripv_noailly_42.pdf,250617_aparaxx_1883_agripv_noailly_42.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,"Implantation d’un parc photovoltaïque aux lieux-dits « Les Poiriers », « La Goutte Charnay », « La Bruyère Charbon » et « Château Renard » porté par Photosol sur la commune de Diou (03)","implantation d’un parc photovoltaique aux lieux-dits « les poiriers », « la goutte charnay », « la bruyère charbon » et « château renard » porté par photosol sur la commune de diou (03) projet porté par l’entreprise photosol (allier) avis du 10 juin 2025 / 2025-ara-ap-1879 2025apara69 pdf - 2.1 mio",https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ap-1879-parcpv-diou_03__publication.pdf,ap-1879-parcpv-diou_03__publication.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc photovoltaïque au sol sur la commune d’Etroussat (03),implantation d’un parc photovoltaique au sol sur la commune d’etroussat (03) projet porté par la société neoen (paris) avis du 10 juin 2025 / 2025-ara-ap-1877 2025apara67 pdf - 1.1 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250610_aparaxx_1877_centralepv_etroussat_03.pdf,250610_aparaxx_1877_centralepv_etroussat_03.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur les communes de Bayet et Saint-Didier-la-Forêt (03),parc photovoltaique au sol sur les communes de bayet et saint-didier-la-forêt (03) projet porté par la société photosol (allier) avis du 06 juin 2025 / 2025-ara-ap-1876 2025apara64 pdf - 595.6 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250606-ara-ap-1876_vymbayet_st_didier_03_delibere.pdf,20250606-ara-ap-1876_vymbayet_st_didier_03_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’une centrale photovoltaïque flottante à Lescheroux (01),implantation d’une centrale photovoltaique flottante à lescheroux (01) projet porté par la société plenitude (rhône) avis du 3 juin 2025 / 2025-ara-ap-1874 2025apara63 pdf - 1.5 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250603_apara1874_pvflottant_lescheroux_01_delibere.pdf,20250603_apara1874_pvflottant_lescheroux_01_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc photovoltaïque au sol et flottant porté par la Société GDSOL à Pierrelatte (69),implantation d’un parc photovoltaique au sol et flottant porté par la société gdsol à pierrelatte (69) projet porté par la société gdsol (drôme) avis du 26 mai 2025 / 2025-ara-ap-1687 2025apara58 pdf - 759 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250526-apara-1867-centralepv-pierrelatte-26_delibere.pdf,250526-apara-1867-centralepv-pierrelatte-26_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc photovoltaïque sur la commune de Saint-Christophe-sur-Dolaizon (43),implantation d’un parc photovoltaique sur la commune de saint-christophe-sur-dolaizon (43) projet porté par la société enoe développement (haute-loire) avis du 23 mai 2025 / 2025-ara-ap-1865 2025apara55 pdf - 879.8 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ap1865-parcpv_stchristophesurdolaizon_43_publication.pdf,ap1865-parcpv_stchristophesurdolaizon_43_publication.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc agrivoltaïque sur la commune de Grâne (26),parc agrivoltaique sur la commune de grâne (26) projet porté par statkraft renouvelables (drôme) avis du 12 mai 2025 / 2025-ara-ap-1859 2025apara51 pdf - 2.2 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250505-ap-1859-centraleagrivoltaique-grane-26_vf.pdf,20250505-ap-1859-centraleagrivoltaique-grane-26_vf.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,"Nécessité d’actualiser l’étude d’impact du projet d’implantation d’un parc photovoltaïque au sol sur une ancienne décharge, présentée par la société Corfu Solaire à Saint-Priest (69)","nécessité d’actualiser l’étude d’impact du projet d’implantation d’un parc photovoltaique au sol sur une ancienne décharge, présentée par la société corfu solaire à saint-priest (69) projet porté par la la société corfu solaire (rhône) avis du 28 avril 2025 /  2025-ara-ap-1869 2025apara47 pdf - 782.9 kio",https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250428_apara1869_actualisationeiparcpv_stpriest_69_delibere.pdf,250428_apara1869_actualisationeiparcpv_stpriest_69_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur la commune de Pierrefitte-sur-Loire (03),parc photovoltaique au sol sur la commune de pierrefitte-sur-loire (03) projet porté par valeco (allier) avis du 25 avril 2025 / 2024-ara-apa-1850 2025apara46 pdf - 851.9 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ap1850-parcpv_pierrefittesurloire_03_vdeliberee.pdf,ap1850-parcpv_pierrefittesurloire_03_vdeliberee.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc photovoltaïque au sol sur la commune d’Orléat (63),implantation d’un parc photovoltaique au sol sur la commune d’orléat (63) projet porté par la société erg développement france  (puy-de-dôme) avis du 25 avril 2025 / 2025-ara-ap-1852 et 2025-ara-ap-1857 2025apara45 pdf - 1.6 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250408-ap-1852-1857-defrichement-centralepv-orleat-63_publication.pdf,20250408-ap-1852-1857-defrichement-centralepv-orleat-63_publication.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc agrivoltaïque sur la commune de Lezoux (63),parc agrivoltaique sur la commune de lezoux (63) projet porté par la société solefra 21 (puy-de-dôme) avis du 10 avril 2025 / 2025-ara-ap-1835 2025apara39 pdf - 1.4 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250331-ap-1835-agripv-lezoux-63_vf-2.pdf,20250331-ap-1835-agripv-lezoux-63_vf-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur la commune de Dorat (63),parc photovoltaique au sol sur la commune de dorat (63) projet porté par la société boralex (puy-de-dôme) avis du 09 avril 2025 / 2024-ara-apa-1836 2025apara38 pdf - 846.1 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2025-ara-ap-1836_vdeliberee-2.pdf,2025-ara-ap-1836_vdeliberee-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc agrivoltaïque à Limons (63),implantation d’un parc agrivoltaique à limons (63) projet porté par la société photosol développement (puy de dôme) avis du 1er avril 2025 / 2025-ara-ap-1834 2025apara36 pdf - 855.3 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250401-aparaxxx-centraleagripv-limons-63_delibere-6.pdf,250401-aparaxxx-centraleagripv-limons-63_delibere-6.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur les communes de Teilhède et Combronde (63),parc photovoltaique au sol sur les communes de teilhède et combronde (63) projet porté par la société valeco (puy-de-dôme) avis du 1 avril 2025 / 2025-ara-ap-1837 2025apara34 pdf - 4.1 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250401_apara1837_parcpv_combronde_teilhede_63_delibere.pdf,20250401_apara1837_parcpv_combronde_teilhede_63_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Création d’un parc agrivoltaïque de Manglieu porté par la société Qair France sur la commune de Manglieu (63),création d’un parc agrivoltaique de manglieu porté par la société qair france sur la commune de manglieu (63) projet porté par la société qair france (puy-de-dôme) avis du 1er avril 2025 /2025-ara-ap-18382025-ara-ap-1838 2025apara33 pdf - 680.3 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250311-ap-1838-pv-manglieu-63_vym_publication.pdf,20250311-ap-1838-pv-manglieu-63_vym_publication.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc agrivoltaïque de Chandieu sur la commune de Saint-Pierre-de-Chandieu (69),parc agrivoltaique de chandieu sur la commune de saint-pierre-de-chandieu (69) projet porté par dvp fr2 coquelicot (rhône) avis du 18 mars 2025 / 2024-ara-apa-1827 2025apara29 pdf - 1016.7 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250307_ap_1827_parc_agrivolt_stpierredechandieu-69vfinale.pdf,20250307_ap_1827_parc_agrivolt_stpierredechandieu-69vfinale.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,"Projet Moblylys comprenant le démantèlement d’un aéronef, la création, le stockage, la distribution d’hydrogène et l’implantation d’un parc photovoltaïque sur la commune de Colombier-Saugnieu (69)","projet moblylys comprenant le démantèlement d’un aéronef, la création, le stockage, la distribution d’hydrogène et l’implantation d’un parc photovoltaique sur la commune de colombier-saugnieu (69) projet porté par aéroports de lyon (rhône) avis du 7 mars 2025 / 2024-ara-ap-1787 / 2024-ara-ap-1788 / 2025-ara-ap-1841 2025apara26 pdf - 1.3 mio",https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250307_aparaxxx_projetmobhylys_colombiersaugnieu_69_delibere-1-2.pdf,250307_aparaxxx_projetmobhylys_colombiersaugnieu_69_delibere-1-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur les communes de Givors et Loire-sur-Rhône (69),parc photovoltaique au sol sur les communes de givors et loire-sur-rhône (69) projet porté par edf renouvelables (rhône) avis du 4 mars 2025/ 2025-ara-ap-1819 2024apara25 pdf - 657 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250304_apara1819_pvedf_givors_loiresurrhone_delibere.pdf,250304_apara1819_pvedf_givors_loiresurrhone_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc photovoltaïque au sol sur la commune de Villebret (03),implantation d’un parc photovoltaique au sol sur la commune de villebret (03) projet porté par sas centrales pv france (allier) avis du 18 février 2025 / 2024-ara-ap-1805 2025apara22 pdf - 427 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/250218_apara1805_parcpv_villebret_03_delibere-2.pdf,250218_apara1805_parcpv_villebret_03_delibere-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,"Projet de centrale photovoltaïque au sol, porté par la société Boralex, sur la commune de Coucouron (07) - (3e avis)","projet de centrale photovoltaique au sol, porté par la société boralex, sur la commune de coucouron (07) - (3e avis) projet porté par boralex (ardèche) avis du 18 février 2025 / 2024-ara-ap-1817 2025apara18 pdf - 441.5 kio",https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ap-1817-defrichparcpv-coucouron-07_vym_publication-2.pdf,ap-1817-defrichparcpv-coucouron-07_vym_publication-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Création d’un parc solaire photovoltaïque flottant porté sur la commune de Dompierre-sur-Besbre (03),création d’un parc solaire photovoltaique flottant porté sur la commune de dompierre-sur-besbre (03) projet porté par la société baywa.re (allier) avis du 18 février 2025 / 2024-ara-ap-1815 2025apara16 pdf - 1.8 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20250218_araap1815-pvflottant-dompierresurbesbre-03delibere.pdf,20250218_araap1815-pvflottant-dompierresurbesbre-03delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Projet de centrale photovoltaïque au sol à Paulhaguet et Saint-Georges-d’Aurac (43),projet de centrale photovoltaique au sol à paulhaguet et saint-georges-d’aurac (43) projet porté par la société cve avis du 11 février 2025 / 2024-ara-ap-1808 2025apara15 pdf - 1 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2024-ap-1808-centrale_pv-paulhaguet_saintgeorgesdaurac_43_avisae_vym_version_definitive.pdf,2024-ap-1808-centrale_pv-paulhaguet_saintgeorgesdaurac_43_avisae_vym_version_definitive.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Implantation d’un parc photovoltaïque sur la commune de Prémilhat (03),implantation d’un parc photovoltaique sur la commune de prémilhat (03) projet porté par la société aedes énergies avis du 21 janvier 2025 / 2024-ara-ap-1799 2025apara7 pdf - 1.3 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2024_ap-1799-parc_photovoltaique-premilhat-03_vym_vdefinitive.pdf,2024_ap-1799-parc_photovoltaique-premilhat-03_vym_vdefinitive.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1416.html,Parc photovoltaïque au sol sur la commune de Saint-Pierre-d’Albigny (73),parc photovoltaique au sol sur la commune de saint-pierre-d’albigny (73) projet porté par la société cayrol international (savoie) avis du 07 janvier 2025  / 2024-ara-ap-1797 2025apara2 pdf - 787.5 kio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2024-ara-ap-1797_vym_2025-01-06_19-55-33_295-1.pdf,2024-ara-ap-1797_vym_2025-01-06_19-55-33_295-1.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1308.html,Implantation d’un parc photovoltaïque porté la la Compagnie Nationale du Rhône sur la commune de Bourg-les-Valence (26),implantation d’un parc photovoltaique porté la la compagnie nationale du rhône sur la commune de bourg-les-valence (26) projet porté par la compagnie nationale du rhône (drôme) avis du 23 décembre 2024 / 2024-ara-ara-ap-1794 2024apara148 pdf - 1.1 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20241125_ap_bourglesvalence_26_vym4apublier-2.pdf,20241125_ap_bourglesvalence_26_vym4apublier-2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1308.html,"Implantation d’un parc photovoltaïque au sol ""Chaux-Basse"", sur la commune de Drugeac (15)","implantation d’un parc photovoltaique au sol ""chaux-basse"", sur la commune de drugeac (15) projet porté par la société boralex (haute-loire) avis du 3 décembre 2024 / 2024-ara-ap-1775 2024apara138 pdf - 2 mio",https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/241203_aparaxxx_parc_photovoltaique_sol_drugeac_15_delibere.pdf,241203_aparaxxx_parc_photovoltaique_sol_drugeac_15_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1308.html,"Implantation du parc photovoltaïque au sol de La Planche porté par la société Flexol La Planche, sur la commune de Vagnas (07)","implantation du parc photovoltaique au sol de la planche porté par la société flexol la planche, sur la commune de vagnas (07) projet porté par la société flexol la planche (ardèche) avis du 26 novembre 2024 / 2024-ara-ap-1772 2024apara134 pdf - 891.6 kio",https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/2024-ap-1772-parc_pv-vagnas-avisae_publication.pdf,2024-ap-1772-parc_pv-vagnas-avisae_publication.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1308.html,Implantation d’un parc agrivoltaïque à Commentry (03),implantation d’un parc agrivoltaique à commentry (03) projet porté par totalenergies renouvelables (allier) avis du 19 novembre 2024/ 2024-ara-ap-1771 2024apara133 pdf - 3.4 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/20241119_aparaxxx_parc_agrivoltaique_commentry_03_delibere.pdf,20241119_aparaxxx_parc_agrivoltaique_commentry_03_delibere.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1308.html,Implantation du parc photovoltaïque Les Monteniers sur la commune de Vaumas (03),implantation du parc photovoltaique les monteniers sur la commune de vaumas (03) projet porté par corfu solaire (allier) avis du 8 novembre 2024 / 2024-ara-ap-1766 2024apara127 pdf - 1.2 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/avis_pv_vaumas_ap_1766_publication_v2.pdf,avis_pv_vaumas_ap_1766_publication_v2.pdf
https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-projets-de-la-mrae-auvergne-rhone-a1308.html,Implantation d’un parc photovoltaïque au sol sur la commune de Serpaize (38),implantation d’un parc photovoltaique au sol sur la commune de serpaize (38) projet porté par la société tse (alpes-maritimes) avis du 22 octobre 2024 / 2024-ara-ap-1760 2024apara119 pdf - 1.7 mio,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/241022_aparaxxx_parcpv_serpaize_38_delibere.pdf,241022_aparaxxx_parcpv_serpaize_38_delibere.pdf
